100000000A,國民大會
376750200A,苗栗縣苑裡鎮民代表會
376750300A,苗栗縣通霄鎮民代表會
376750400A,苗栗縣竹南鎮民代表會
376750500A,苗栗縣頭份鎮民代表會
376750600A,苗栗縣後龍鎮民代表會
376750700A,苗栗縣卓蘭鎮民代表會
376750800A,苗栗縣大湖鄉民代表會
376750900A,苗栗縣公館鄉民代表會
376751000A,苗栗縣銅鑼鄉民代表會
376751100A,苗栗縣南庄鄉民代表會
376751200A,苗栗縣頭屋鄉民代表會
376751300A,苗栗縣三義鄉民代表會
376751400A,苗栗縣西湖鄉民代表會
376751500A,苗栗縣造橋鄉民代表會
376751600A,苗栗縣三灣鄉民代表會
376751700A,苗栗縣獅潭鄉民代表會
376751800A,苗栗縣泰安鄉民代表會
376760000A,臺中縣議會
376770000A,彰化縣議會
376770100A,彰化縣彰化市民代表會
376770200A,彰化縣鹿港鎮民代表會
376770300A,彰化縣和美鎮民代表會
376770400A,彰化縣北斗鎮民代表會
376770500A,彰化縣員林鎮民代表會
376770600A,彰化縣溪湖鎮民代表會
376770700A,彰化縣田中鎮民代表會
376770800A,彰化縣二林鎮民代表會
376770900A,彰化縣線西鄉民代表會
376771000A,彰化縣伸港鄉民代表會
376771100A,彰化縣福興鄉民代表會
376771200A,彰化縣秀水鄉民代表會
376771300A,彰化縣花壇鄉民代表會
376771400A,彰化縣芬園鄉民代表會
376771500A,彰化縣大村鄉民代表會
376771600A,彰化縣埔鹽鄉民代表會
376771700A,彰化縣埔心鄉民代表會
376771800A,彰化縣永靖鄉民代表會
376771900A,彰化縣社頭鄉民代表會
376772000A,彰化縣二水鄉民代表會
376772100A,彰化縣田尾鄉民代表會
376772200A,彰化縣埤頭鄉民代表會
376772300A,彰化縣芳苑鄉民代表會
376772400A,彰化縣大城鄉民代表會
376772500A,彰化縣竹塘鄉民代表會
376772600A,彰化縣溪州鄉民代表會
376780000A,南投縣議會
376780100A,南投縣南投市民代表會
376780200A,南投縣埔里鎮民代表會
376780300A,南投縣草屯鎮民代表會
376780400A,南投縣竹山鎮民代表會
376780500A,南投縣集集鎮民代表會
376780600A,南投縣名間鄉民代表會
376780700A,南投縣鹿谷鄉民代表會
376780800A,南投縣中寮鄉民代表會
376780900A,南投縣魚池鄉民代表會
376781000A,南投縣國姓鄉民代表會
376781100A,南投縣水里鄉民代表會
376781200A,南投縣信義鄉民代表會
376781300A,南投縣仁愛鄉民代表會
376790000A,雲林縣議會
376790100A,雲林縣斗六市民代表會
376790200A,雲林縣斗南鎮民代表會
376790300A,雲林縣虎尾鎮民代表會
376790400A,雲林縣西螺鎮民代表會
376790500A,雲林縣土庫鎮民代表會
376790600A,雲林縣北港鎮民代表會
376790700A,雲林縣古坑鄉民代表會
376790800A,雲林縣大埤鄉民代表會
376790900A,雲林縣莿桐鄉民代表會
376791000A,雲林縣林內鄉民代表會
376791100A,雲林縣二崙鄉民代表會
376791200A,雲林縣崙背鄉民代表會
376791300A,雲林縣麥寮鄉民代表會
376791400A,雲林縣東勢鄉民代表會
376791500A,雲林縣褒忠鄉民代表會
376791600A,雲林縣臺西鄉民代表會
376791700A,雲林縣元長鄉民代表會
376791800A,雲林縣四湖鄉民代表會
376791900A,雲林縣口湖鄉民代表會
376792000A,雲林縣水林鄉民代表會
376800000A,嘉義縣議會
376800300A,嘉義縣布袋鎮民代表會
376800400A,嘉義縣大林鎮民代表會
376800500A,嘉義縣民雄鄉民代表會
376800600A,嘉義縣溪口鄉民代表會
376800700A,嘉義縣新港鄉民代表會
376800800A,嘉義縣六腳鄉民代表會
376800900A,嘉義縣東石鄉民代表會
376801000A,嘉義縣義竹鄉民代表會
376801100A,嘉義縣鹿草鄉民代表會
376801200A,嘉義縣水上鄉民代表會
376801300A,嘉義縣中埔鄉民代表會
376801400A,嘉義縣竹崎鄉民代表會
376801500A,嘉義縣梅山鄉民代表會
376801600A,嘉義縣番路鄉民代表會
376801700A,嘉義縣大埔鄉民代表會
376801900A,嘉義縣阿里山鄉民代表會
376802000A,嘉義縣太保市民代表會
376802100A,嘉義縣朴子市民代表會
376822700A,高雄縣三民鄉民代表會
376830000A,屏東縣議會
376830100A,屏東縣屏東市民代表會
376830200A,屏東縣潮州鎮民代表會
376830300A,屏東縣東港鎮民代表會
376830400A,屏東縣恆春鎮民代表會
376830500A,屏東縣萬丹鄉民代表會
376830600A,屏東縣長治鄉民代表會
376830700A,屏東縣麟洛鄉民代表會
376830800A,屏東縣九如鄉民代表會
376830900A,屏東縣里港鄉民代表會
376831000A,屏東縣鹽埔鄉民代表會
376831100A,屏東縣高樹鄉民代表會
376831200A,屏東縣萬巒鄉民代表會
376831300A,屏東縣內埔鄉民代表會
376831400A,屏東縣竹田鄉民代表會
376831500A,屏東縣新埤鄉民代表會
376831600A,屏東縣枋寮鄉民代表會
376831700A,屏東縣新園鄉民代表會
376831800A,屏東縣崁頂鄉民代表會
376831900A,屏東縣林邊鄉民代表會
376832000A,屏東縣南州鄉民代表會
376832100A,屏東縣佳冬鄉民代表會
376832200A,屏東縣琉球鄉民代表會
376832300A,屏東縣車城鄉民代表會
376832400A,屏東縣滿州鄉民代表會
376832500A,屏東縣枋山鄉民代表會
376832700A,屏東縣霧臺鄉民代表會
376832800A,屏東縣瑪家鄉民代表會
376832900A,屏東縣泰武鄉民代表會
376833000A,屏東縣來義鄉民代表會
376833100A,屏東縣春日鄉民代表會
376833200A,屏東縣獅子鄉民代表會
376833300A,屏東縣牡丹鄉民代表會
376833400A,屏東縣三地門鄉民代表會
376840000A,臺東縣議會
376840100A,臺東縣臺東市民代表會
376840200A,臺東縣成功鎮民代表會
376840300A,臺東縣關山鎮民代表會
376840400A,臺東縣卑南鄉民代表會
376840500A,臺東縣大武鄉民代表會
376840600A,臺東縣太麻里鄉民代表會
376840700A,臺東縣東河鄉民代表會
376840800A,臺東縣長濱鄉民代表會
376840900A,臺東縣鹿野鄉民代表會
376841000A,臺東縣池上鄉民代表會
376841100A,臺東縣綠島鄉民代表會
376841200A,臺東縣延平鄉民代表會
376841300A,臺東縣海端鄉民代表會
376841400A,臺東縣達仁鄉民代表會
376841500A,臺東縣金峰鄉民代表會
376841600A,臺東縣蘭嶼鄉民代表會
376850000A,花蓮縣議會
376850100A,花蓮縣花蓮市民代表會
376850200A,花蓮縣鳳林鎮民代表會
376850300A,花蓮縣玉里鎮民代表會
376850400A,花蓮縣新城鄉民代表會
376850500A,花蓮縣吉安鄉民代表會
376850600A,花蓮縣壽豐鄉民代表會
376850700A,花蓮縣光復鄉民代表會
376850800A,花蓮縣豐濱鄉民代表會
376850900A,花蓮縣瑞穗鄉民代表會
376851000A,花蓮縣富里鄉民代表會
376851100A,花蓮縣秀林鄉民代表會
376851200A,花蓮縣卓溪鄉民代表會
376851300A,花蓮縣萬榮鄉民代表會
376860000A,澎湖縣議會
376860100A,澎湖縣馬公市民代表會
376860200A,澎湖縣湖西鄉民代表會
376860300A,澎湖縣白沙鄉民代表會
376860400A,澎湖縣西嶼鄉民代表會
376860500A,澎湖縣望安鄉民代表會
376860600A,澎湖縣七美鄉民代表會
376870000A,基隆市議會
376880000A,新竹市議會
376890000A,臺中市議會
376900000A,嘉義市議會
379000000A,臺北市政府
379010000A,臺北市政府秘書處
379010300A,臺北市市政大樓公共事務管理中心
379020000A,臺北市政府民政局
379020200E,臺北市孔廟管理委員會
379020500J,臺北市殯葬管理處
379023000A,臺北市松山區戶政事務所
379023100A,臺北市信義區戶政事務所
379023200A,臺北市大安區戶政事務所
379023300A,臺北市中山區戶政事務所
379023400A,臺北市中正區戶政事務所
379023500A,臺北市大同區戶政事務所
379024000A,臺北市南港區戶政事務所
379024100A,臺北市內湖區戶政事務所
379024200A,臺北市士林區戶政事務所
379024300A,臺北市北投區戶政事務所
379024400A,臺北市文山區戶政事務所
379024500A,臺北市萬華區戶政事務所
379030000D,臺北市政府財政局
379030100D,臺北市稅捐稽徵處
379030200D,臺北市集中支付處
379040000E,臺北市政府教育局
379040300E,臺北市立圖書館
379040600E,臺北市立動物園
379041000E,臺北市教師研習中心
379041300E,臺北市立兒童育樂中心
379041600E,臺北市立兒童交通博物館
379041700E,臺北市立天文科學教育館
379041800E,臺北市青少年育樂中心
379043200E,臺北市家庭教育中心
379049100Q,臺北市立體育學院
379049200Q,臺北市立教育大學
379084100Y,臺北市信義區永春國民小學
379110000G,臺北市政府工務局
379110100G,臺北市政府工務局新建工程處
379110300G,臺北市政府工務局公園路燈工程管理處
379110500G,臺北市政府工務局衛生下水道工程處
379110700G,臺北市政府工務局水利工程處
379110800G,臺北市政府工務局大地工程處
379120000J,臺北市政府社會局
379120700J,臺北市立陽明教養院
379121000J,臺北市立松山托兒所
379121300J,臺北市立南港托兒所
379121400J,臺北市立中山托兒所
379121600J,臺北市立大安托兒所
379121800J,臺北市立內湖托兒所
379121900J,臺北市立士林托兒所
379122000J,臺北市立信義托兒所
379122300J,臺北市立大同托兒所
379122400J,臺北市立北投托兒所
379122700J,臺北市立萬華托兒所
379122800J,臺北市立中正托兒所
379122900J,臺北市立文山托兒所
379123300J,臺北市家庭暴力暨性侵害防治中心
379124200J,臺北市立浩然敬老院
379130000C,臺北市政府警察局
379130100C,臺北市政府警察局保安警察大隊
379130200C,臺北市政府警察局刑事警察大隊
379130300C,臺北市政府警察局交通警察大隊
379130500C,臺北市政府警察局婦幼警察隊
379132000C,臺北市政府警察局大同分局
379132200C,臺北市政府警察局中山分局
379132300C,臺北市政府警察局大安分局
379132500C,臺北市政府警察局松山分局
379133000C,臺北市政府警察局士林分局
379133100C,臺北市政府警察局北投分局
379133400C,臺北市政府警察局南港分局
379133500C,臺北市政府警察局內湖分局
379134000C,臺北市政府警察局萬華分局
379134100C,臺北市政府警察局信義分局
379134200C,臺北市政府警察局中正第一分局
379134300C,臺北市政府警察局中正第二分局
379134400C,臺北市政府警察局文山第一分局
379134500C,臺北市政府警察局文山第二分局
379135000C,臺北市政府警察局少年警察隊
379135300C,臺北市政府警察局捷運警察隊
379135400C,臺北市政府警察局通信隊
379140000I,臺北市政府衛生局
379141400P,臺北市立聯合醫院
379145400I,臺北市松山區健康服務中心
379145500I,臺北市信義區健康服務中心
379145600I,臺北市大安區健康服務中心
379145700I,臺北市中山區健康服務中心
379145800I,臺北市中正區健康服務中心
379145900I,臺北市大同區健康服務中心
379146000I,臺北市萬華區健康服務中心
379146100I,臺北市文山區健康服務中心
379146200I,臺北市內湖區健康服務中心
379146300I,臺北市南港區健康服務中心
379146400I,臺北市士林區健康服務中心
379146500I,臺北市北投區健康服務中心
379150000I,臺北市政府環境保護局
379150100I,臺北市政府環境保護局衛生稽查大隊
379150200I,臺北市政府環境保護局內湖垃圾焚化廠
379150300I,臺北市政府環境保護局木柵垃圾焚化廠
379150500I,臺北市政府環境保護局北投垃圾焚化廠
379200000A,臺北市政府主計處
379210000A,臺北市政府人事處
379220000A,臺北市政府研究發展考核委員會
379230000G,臺北市都市計畫委員會
379240000A,臺北市政府訴願審議委員會
379270000K,臺北自來水事業處
379270100K,臺北自來水事業處工程總隊
379300000A,臺北市松山區公所
379310000A,臺北市大安區公所
379380000A,臺北市大同區公所
379390000A,臺北市中山區公所
379400000A,臺北市內湖區公所
379410000A,臺北市南港區公所
379440000A,臺北市士林區公所
379450000A,臺北市北投區公所
379460000A,臺北市信義區公所
379470000A,臺北市中正區公所
379480000A,臺北市萬華區公所
379490000A,臺北市文山區公所
379510000H,臺北市政府捷運工程局
379510100H,臺北市政府捷運工程局東區工程處
379510200H,臺北市政府捷運工程局北區工程處
379510300H,臺北市政府捷運工程局南區工程處
379510400H,臺北市政府捷運工程局中區工程處
379511000H,臺北市政府捷運工程局機電系統工程處
379530000H,臺北市政府交通局
379530400H,臺北市交通管制工程處
379530700H,臺北市交通事件裁決所
379530800H,臺北市公共運輸處
379530900H,臺北市停車管理工程處
379540000A,臺北市政府政風處
379550000G,臺北翡翠水庫管理局
379560000G,臺北市政府都市發展局
379560100G,臺北市都市更新處
379560300G,臺北市建築管理工程處
379570000A,臺北市政府消防局
379590000E,臺北市政府文化局
379590100E,臺北市立國樂團
379590200E,臺北市立交響樂團
379590300E,臺北市立美術館
379590400E,臺北市立社會教育館
379590500E,臺北市中山堂管理所
379590600E,臺北市文獻委員會
379620000M,臺北大眾捷運股份有限公司
379640000A,臺北市政府客家事務委員會
379660000E,臺北市政府觀光傳播局
379660100E,臺北廣播電臺
379670000G,臺北市政府產業發展局
379670100G,臺北市市場處
379670200G,臺北市商業處
379670400I,臺北市動物保護處
379680000A,臺北市政府公務人員訓練處
379700000A,臺北市政府地政局
379700100A,臺北市松山地政事務所
379700200A,臺北市古亭地政事務所
379700300A,臺北市建成地政事務所
379700400A,臺北市士林地政事務所
379700500A,臺北市中山地政事務所
379700600A,臺北市大安地政事務所
379702000G,臺北市政府地政局土地開發總隊
379710000A,臺北市政府兵役局
379720000A,臺北市政府原住民族委員會
379730000A,臺北市政府資訊局
379740000E,臺北市政府體育局
379750000A,臺北市政府法務局
379760000J,臺北市政府勞動局
379760100J,臺北市就業服務處
379760200J,臺北市勞動力重建運用處
379760300J,臺北市勞動檢查處
379760400J,臺北市職能發展學院
381000000A,臺北市議會
382000000A,新北市政府
382010000A,新北市政府秘書處
382020000A,新北市政府民政局
382020100J,新北市立殯儀館
382022000A,新北市永和區戶政事務所
382022100A,新北市新莊區戶政事務所
382022200A,新北市新店區戶政事務所
382022300A,新北市三峽區戶政事務所
382022400A,新北市鶯歌區戶政事務所
382022500A,新北市五股區戶政事務所
382022600A,新北市泰山區戶政事務所
382022700A,新北市八里區戶政事務所
382022800A,新北市瑞芳區戶政事務所
382022900A,新北市淡水區戶政事務所
382023000A,新北市三芝區戶政事務所
382023100A,新北市林口區戶政事務所
382023200A,新北市金山區戶政事務所
382023300A,新北市石門區戶政事務所
382023400A,新北市萬里區戶政事務所
382023500A,新北市坪林區戶政事務所
382023600A,新北市深坑區戶政事務所
382023700A,新北市貢寮區戶政事務所
382023800A,新北市平溪區戶政事務所
382023900A,新北市烏來區戶政事務所
382024000A,新北市石碇區戶政事務所
382024100A,新北市雙溪區戶政事務所
382024200A,新北市土城區戶政事務所
382024300A,新北市蘆洲區戶政事務所
382024400A,新北市汐止區戶政事務所
